행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
신 윤 희 리코더독주회,축제극장몸짓,"리코더, 하프시코드, 현악기가 만나 바로크 곡과 친숙한 음악을 선사하는 공연",2022-06-03,2022-06-03,19:30,20:45,유료,춘천문화재단,춘천문화재단,,한국리코더연주자협회+오스트리아 빈 국립음대 총동문회,124,10000원,8세 이상,,주류반입 금지+촬영 금지,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.873095,127.727817,2023-01-20,4180000,강원도 춘천시
봄내음악회,춘천문화예술회관,봄내음악회,2022-05-31,2022-05-31,19:30,20:30,무료,춘천예총,춘천예총,,,940,,8세 이상,,주류반입 금지+촬영 금지,http://www.cccf.or.kr,,Y,강원도 춘천시 효자상길5번길 13,강원도 춘천시 효자동 산40-12,37.87261579,127.7293405,2023-01-20,4180000,강원도 춘천시
최신영화 남산의 부장들 상영,강진아트홀 대공연장,영화상영,2020-06-11,2020-06-11,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,15세이상 관람가,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
춘천시립청소년교향악단 제24회 정기연주회,춘천문화예술회관,춘천시립청소년교향악단 정기연주회,2022-05-28,2022-05-28,14:00,15:30,무료,춘천시립예술단,강원도 춘천시청+춘천문화재단,033-259-5869,,940,,만 7세 이상,,주류반입 금지+촬영 금지,http://www.ccart.kr,,Y,강원도 춘천시 효자상길5번길 13,강원도 춘천시 효자동 산40-12,37.87261579,127.7293405,2023-01-20,4180000,강원도 춘천시
2022 춘천마임축제,축제극장몸짓,"춘천마임축제는 런던 마임축제, 프랑스 미모스 축제와 함께 세계 3대 마임축제 중 하나로 몸, 움직임, 이미지를 기반으로 한 공연 예술 축제이다",2022-05-22,2022-05-26,19:30,22:05,유료,극단 노뜰+마임공작소,춘천문화재단,033-244-7556,,124,20000원,만 16세 이상,,주류반입 금지+촬영 금지,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.873095,127.727817,2023-01-20,4180000,강원도 춘천시
Morning Gallery May,예술소통공간 곳,바오 브라스의 싱그러운 봄을 표현하는 공연,2022-05-25,2022-05-25,11:00,12:00,유료,춘천문화재단,춘천문화재단,033-259-5822,,30,10000원,13세 이상,패키지 할인 100 및 예술인 장애인 30할인 등,,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.87309537,127.727843,2023-01-20,4180000,강원도 춘천시
최신영화 내일의 기억 상영,강진아트홀 대공연장,영화상영,2021-06-15,2021-06-15,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,18세이상 관람가,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
가족뮤지컬 아름다운 선물 공연,강진아트홀 대공연장,뮤지컬 공연,2021-06-29,2021-06-29,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
퓨전 심청전 공연,강진아트홀 대공연장,뮤지컬 공연,2021-07-01,2021-07-01,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
서울시무용단 공연,강진아트홀 대공연장,무용 공연,2021-07-09,2021-07-09,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
존윌리엄스 시네콘서트,강진아트홀 대공연장,음악 공연,2021-08-24,2021-08-24,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
별이 빛나는 밤에,강진아트홀 대공연장,음악 공연,2021-09-10,2021-09-10,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
최신영화 발신제한,강진아트홀 대공연장,영화상영,2021-09-14,2021-09-14,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,15세이상 관람가,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
춘천시립국악단 창단 연주회 시작(See;作),춘천문화예술회관,국악 공연,2022-03-27,2022-03-27,17:00,18:10,유료,춘천문화재단,춘천문화재단,033-259-5874,강원도 춘천시청+춘천문화재단,,,만 7세 이상,경로할인+국가유공자+장애인할인+단체할인,,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.87309537,127.727858,2023-01-20,4180000,강원도 춘천시
(On Streaming) 라이징스타 1일차,축제극장몸짓,양악 공연,2022-03-24,2022-03-24,19:30,20:30,무료,춘천문화재단,춘천문화재단,033-259-5822,강원도 춘천시청+춘천문화재단,,,전체관람가,,,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.87309537,127.727858,2023-01-20,4180000,강원도 춘천시
(예술단) 춘천시립교향악단 새 봄맞이 아리아와 가곡의 밤,춘천문화예술회관,양악 공연,2022-03-17,2022-03-17,19:30,21:30,유료,춘천문화재단,춘천문화재단,033-259-5869,강원도 춘천시청+춘천문화재단,,,만 7세 이상,경로할인+국가유공자+장애인할인+단체할인,,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.87309537,127.727858,2023-01-20,4180000,강원도 춘천시
춘천시립합창단 제110회 정기공연,춘천문화예술회관,양악 공연,2022-03-04,2022-03-04,19:30,21:30,유료,춘천문화재단,춘천문화재단,033-259-5874,강원도 춘천시청+춘천문화재단,,,만 7세 이상,경로할인+국가유공자+장애인할인+단체할인,,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.87309537,127.727858,2023-01-20,4180000,강원도 춘천시
춘천시립교향악단 제159회 정기연주회,춘천문화예술회관,양악 공연,2022-02-24,2022-02-24,19:30,21:30,유료,춘천문화재단,춘천문화재단,033-259-5869,강원도 춘천시청+춘천문화재단,,,만 7세 이상,경로할인+국가유공자+장애인할인+단체할인,,http://www.cccf.or.kr,,Y,강원도 춘천시 효자상길5번길 13,강원도 춘천시 효자동 산40-12 춘천문화예술회관,37.87261579,127.7293405,2023-01-20,4180000,강원도 춘천시
(문화도시) 아카데미 막 3기 수료식 오르막 with 뮤지컬 달꽃만발,춘천문화예술회관,뮤지컬,2022-02-19,2022-02-19,15:00,16:40,무료,춘천문화재단,춘천문화재단,033-259-5453,강원도 춘천시청+춘천문화재단,,,만 7세 이상,,,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.87309537,127.727858,2023-01-20,4180000,강원도 춘천시
(기획) 2022 축제극장 몸짓 기획공연 라이징스타 통합정보,축제극장몸짓,복합 공연,2022-02-16,2022-02-18,19:30,20:40,무료,춘천문화재단,춘천문화재단,033-259-5823,강원도 춘천시청+춘천문화재단,,,만 7세 이상,,,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.87309537,127.727858,2023-01-20,4180000,강원도 춘천시
춘천시립교향악단 특별연주회 브런치콘서트1,춘천문화예술회관,양악 공연,2022-02-12,2022-02-12,11:00,12:30,유료,춘천문화재단,춘천문화재단,033-259-5869,강원도 춘천시청+춘천문화재단,,,만 7세 이상,경로할인+국가유공자+장애인할인+단체할인,,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.87309537,127.727858,2023-01-20,4180000,강원도 춘천시
(기획) 연극 옥탑방 고양이,춘천인형극장,연극,2022-02-11,2022-02-12,19:30,21:10,유료,춘천문화재단,춘천문화재단,033-259-5822,강원도 춘천시청+춘천문화재단,,,만 7세 이상,경로할인+국가유공자+장애인할인+단체할인,,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.87309537,127.727858,2023-01-20,4180000,강원도 춘천시
(예술단) 춘천시립교향악단 실내악시리즈Ⅱ,축제극장몸짓,춘천시립교향악단 실내악시리즈 Ⅱ,2022-08-25,2022-08-25,19:30,21:00,유료,춘천시립예술단,강원도 춘천시청+춘천문화재단,033-259-5869,,124,10000원,만 7세 이상,경로 50+학생 30+춘천시민 30,,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.873095,127.727817,2023-01-20,4180000,강원도 춘천시
최신영화 천문 상영,강진아트홀 대공연장,영화상영,2020-01-31,2020-01-31,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,12세 이상 관람가,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
최신영화 백두산 상영,강진아트홀 대공연장,영화상영,2020-05-14,2020-05-14,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,15세이상 관람가,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
최신영화 히트맨 상영,강진아트홀 대공연장,영화상영,2020-05-28,2020-05-28,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,15세이상 관람가,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
마티네 콘서트,연수아트홀,금요예술무대,2023-07-14,2023-07-14,19:30,20:30,무료,인천광역시 연수구청 문화체육과,인천광역시 연수구청 문화체육과,032-749-7294,,,,,,,,, ,인천광역시 연수구 원인재로 115,인천광역시 연수구 동춘동 923-5,37.40949381,126.6783379,2023-11-30,3520000,인천광역시 연수구
최신영화 정직한 후보 상영,강진아트홀 대공연장,영화상영,2020-06-26,2020-06-26,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,12세 이상 관람가,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
최신영화 살이있다 상영,강진아트홀 대공연장,영화상영,2020-08-05,2020-08-05,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,15세이상 관람가,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
뮤지컬 이상한 나라의 앨리스,강진아트홀 대공연장,뮤지컬 공연,2020-08-11,2020-08-11,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
태혜신무용단 공연,강진아트홀 대공연장,무용 공연,2020-08-20,2020-08-20,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
굿보러 가자 공연,강진아트홀 대공연장,국악 공연,2020-09-25,2020-09-25,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
최신영화 반도 상영,강진아트홀 대공연장,영화상영,2020-10-22,2020-10-22,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,15세이상 관람가,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
최신영화 결백 상영,강진아트홀 대공연장,영화상영,2020-11-05,2020-11-05,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,12세 이상 관람가,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
퓨전국악 콘서트,강진아트홀 대공연장,국악 공연,2020-11-17,2020-11-17,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
트롯콘서트,강진아트홀 대공연장,음악 공연,2020-11-19,2020-11-19,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
최신영화 담보 상영,강진아트홀 대공연장,영화상영,2020-03-16,2021-03-16,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,12세 이상 관람가,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
신춘음악회,강진아트홀 대공연장,음악 공연,2021-03-30,2021-03-30,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,http://arthall.gangjin.go.kr,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.638136,126.7704992,2023-12-07,4920000,전라남도 강진군
